id,source_name,source_url,context_repository,record_id,title,author,year,uploader_name,uploader_email,doi,description,license,qda_file_url,file_url,local_directory,local_filename,local_file_path,file_type,is_qda_file,download_status,downloaded_at
41,Zenodo,https://zenodo.org/records/17360366,Zenodo,17360366,PLANET4B Business Models Dataset Pisa [UNIPI] 20251014 v2,"Navarro Gambín, Pedro; Bonetti, Marta; VILLA, MATTEO",2025,,,10.5281/zenodo.17342434,"<p>This dataset includes the data and files used to conduct an analysis of the business models of three Italian small and medium fashion companies in the Fashion case study of the Horizon Europe project PLANET4B (understanding Plural values, intersectionality, Leverage points, Attitudes, Norms, behaviour and social lEarning in Transformation for Biodiversity decision making). More specifically, it includes company documents (N=30), interviews (N=12), field visits (N=4), a QDPX project from Atlas.ti, and processed data (N=1). Additionally, the dataset includes a metada document (PLANET4B_Metadata-BusinessModels_Pisa_20251014_metadata.docx) with additional information about each of the files.&nbsp;</p>
<p>At the time of collection, all the contributors were researchers at the University of Pisa (UNIPI). The case study focused on understanding the relation between biodiversity loss and the textile, apparel, and fashion sector (TAF), and identifying leverage points and potential interventions to foster transformative change for biodiversity in the sector.&nbsp;</p>",cc-by-4.0,https://zenodo.org/api/records/17360366/files/1_PLANET4B_QDPXProject-BusinessModels_Pisa_20250919_Qualitative-Analysis-Project.qdpx/content,https://zenodo.org/api/records/17360366/files/25_PLANET4B_Oscalito-Interview8_20240930_docx.docx/content,D:\QDA_Project-\QDA_Project-\data\downloads\zenodo\17360366,25_PLANET4B_Oscalito-Interview8_20240930_docx.docx,D:\QDA_Project-\QDA_Project-\data\downloads\zenodo\17360366\25_PLANET4B_Oscalito-Interview8_20240930_docx.docx,.docx,0,success,2026-03-06T13:15:31.360779
42,Zenodo,https://zenodo.org/records/17360366,Zenodo,17360366,PLANET4B Business Models Dataset Pisa [UNIPI] 20251014 v2,"Navarro Gambín, Pedro; Bonetti, Marta; VILLA, MATTEO",2025,,,10.5281/zenodo.17342434,"<p>This dataset includes the data and files used to conduct an analysis of the business models of three Italian small and medium fashion companies in the Fashion case study of the Horizon Europe project PLANET4B (understanding Plural values, intersectionality, Leverage points, Attitudes, Norms, behaviour and social lEarning in Transformation for Biodiversity decision making). More specifically, it includes company documents (N=30), interviews (N=12), field visits (N=4), a QDPX project from Atlas.ti, and processed data (N=1). Additionally, the dataset includes a metada document (PLANET4B_Metadata-BusinessModels_Pisa_20251014_metadata.docx) with additional information about each of the files.&nbsp;</p>
<p>At the time of collection, all the contributors were researchers at the University of Pisa (UNIPI). The case study focused on understanding the relation between biodiversity loss and the textile, apparel, and fashion sector (TAF), and identifying leverage points and potential interventions to foster transformative change for biodiversity in the sector.&nbsp;</p>",cc-by-4.0,https://zenodo.org/api/records/17360366/files/1_PLANET4B_QDPXProject-BusinessModels_Pisa_20250919_Qualitative-Analysis-Project.qdpx/content,https://zenodo.org/api/records/17360366/files/19_PLANET4B_Oscalito-Interview2_20240716_docx.docx/content,D:\QDA_Project-\QDA_Project-\data\downloads\zenodo\17360366,19_PLANET4B_Oscalito-Interview2_20240716_docx.docx,D:\QDA_Project-\QDA_Project-\data\downloads\zenodo\17360366\19_PLANET4B_Oscalito-Interview2_20240716_docx.docx,.docx,0,success,2026-03-06T13:15:32.064262
43,Zenodo,https://zenodo.org/records/17360366,Zenodo,17360366,PLANET4B Business Models Dataset Pisa [UNIPI] 20251014 v2,"Navarro Gambín, Pedro; Bonetti, Marta; VILLA, MATTEO",2025,,,10.5281/zenodo.17342434,"<p>This dataset includes the data and files used to conduct an analysis of the business models of three Italian small and medium fashion companies in the Fashion case study of the Horizon Europe project PLANET4B (understanding Plural values, intersectionality, Leverage points, Attitudes, Norms, behaviour and social lEarning in Transformation for Biodiversity decision making). More specifically, it includes company documents (N=30), interviews (N=12), field visits (N=4), a QDPX project from Atlas.ti, and processed data (N=1). Additionally, the dataset includes a metada document (PLANET4B_Metadata-BusinessModels_Pisa_20251014_metadata.docx) with additional information about each of the files.&nbsp;</p>
<p>At the time of collection, all the contributors were researchers at the University of Pisa (UNIPI). The case study focused on understanding the relation between biodiversity loss and the textile, apparel, and fashion sector (TAF), and identifying leverage points and potential interventions to foster transformative change for biodiversity in the sector.&nbsp;</p>",cc-by-4.0,https://zenodo.org/api/records/17360366/files/1_PLANET4B_QDPXProject-BusinessModels_Pisa_20250919_Qualitative-Analysis-Project.qdpx/content,https://zenodo.org/api/records/17360366/files/29_PLANET4B_Rifò-Doc2_2023_pdf.pdf/content,D:\QDA_Project-\QDA_Project-\data\downloads\zenodo\17360366,29_PLANET4B_Rifò-Doc2_2023_pdf.pdf,D:\QDA_Project-\QDA_Project-\data\downloads\zenodo\17360366\29_PLANET4B_Rifò-Doc2_2023_pdf.pdf,.pdf,0,success,2026-03-06T13:15:38.012393
44,Zenodo,https://zenodo.org/records/17360366,Zenodo,17360366,PLANET4B Business Models Dataset Pisa [UNIPI] 20251014 v2,"Navarro Gambín, Pedro; Bonetti, Marta; VILLA, MATTEO",2025,,,10.5281/zenodo.17342434,"<p>This dataset includes the data and files used to conduct an analysis of the business models of three Italian small and medium fashion companies in the Fashion case study of the Horizon Europe project PLANET4B (understanding Plural values, intersectionality, Leverage points, Attitudes, Norms, behaviour and social lEarning in Transformation for Biodiversity decision making). More specifically, it includes company documents (N=30), interviews (N=12), field visits (N=4), a QDPX project from Atlas.ti, and processed data (N=1). Additionally, the dataset includes a metada document (PLANET4B_Metadata-BusinessModels_Pisa_20251014_metadata.docx) with additional information about each of the files.&nbsp;</p>
<p>At the time of collection, all the contributors were researchers at the University of Pisa (UNIPI). The case study focused on understanding the relation between biodiversity loss and the textile, apparel, and fashion sector (TAF), and identifying leverage points and potential interventions to foster transformative change for biodiversity in the sector.&nbsp;</p>",cc-by-4.0,https://zenodo.org/api/records/17360366/files/1_PLANET4B_QDPXProject-BusinessModels_Pisa_20250919_Qualitative-Analysis-Project.qdpx/content,https://zenodo.org/api/records/17360366/files/22_PLANET4B_Oscalito-Interview5_20240717_docx.docx/content,D:\QDA_Project-\QDA_Project-\data\downloads\zenodo\17360366,22_PLANET4B_Oscalito-Interview5_20240717_docx.docx,D:\QDA_Project-\QDA_Project-\data\downloads\zenodo\17360366\22_PLANET4B_Oscalito-Interview5_20240717_docx.docx,.docx,0,success,2026-03-06T13:15:39.108831
45,Zenodo,https://zenodo.org/records/17360366,Zenodo,17360366,PLANET4B Business Models Dataset Pisa [UNIPI] 20251014 v2,"Navarro Gambín, Pedro; Bonetti, Marta; VILLA, MATTEO",2025,,,10.5281/zenodo.17342434,"<p>This dataset includes the data and files used to conduct an analysis of the business models of three Italian small and medium fashion companies in the Fashion case study of the Horizon Europe project PLANET4B (understanding Plural values, intersectionality, Leverage points, Attitudes, Norms, behaviour and social lEarning in Transformation for Biodiversity decision making). More specifically, it includes company documents (N=30), interviews (N=12), field visits (N=4), a QDPX project from Atlas.ti, and processed data (N=1). Additionally, the dataset includes a metada document (PLANET4B_Metadata-BusinessModels_Pisa_20251014_metadata.docx) with additional information about each of the files.&nbsp;</p>
<p>At the time of collection, all the contributors were researchers at the University of Pisa (UNIPI). The case study focused on understanding the relation between biodiversity loss and the textile, apparel, and fashion sector (TAF), and identifying leverage points and potential interventions to foster transformative change for biodiversity in the sector.&nbsp;</p>",cc-by-4.0,https://zenodo.org/api/records/17360366/files/1_PLANET4B_QDPXProject-BusinessModels_Pisa_20250919_Qualitative-Analysis-Project.qdpx/content,https://zenodo.org/api/records/17360366/files/43_PLANET4B_Rifò-Interview1_20240718_pdf.docx/content,D:\QDA_Project-\QDA_Project-\data\downloads\zenodo\17360366,43_PLANET4B_Rifò-Interview1_20240718_pdf.docx,D:\QDA_Project-\QDA_Project-\data\downloads\zenodo\17360366\43_PLANET4B_Rifò-Interview1_20240718_pdf.docx,.docx,0,success,2026-03-06T13:15:39.947955
46,Zenodo,https://zenodo.org/records/17360366,Zenodo,17360366,PLANET4B Business Models Dataset Pisa [UNIPI] 20251014 v2,"Navarro Gambín, Pedro; Bonetti, Marta; VILLA, MATTEO",2025,,,10.5281/zenodo.17342434,"<p>This dataset includes the data and files used to conduct an analysis of the business models of three Italian small and medium fashion companies in the Fashion case study of the Horizon Europe project PLANET4B (understanding Plural values, intersectionality, Leverage points, Attitudes, Norms, behaviour and social lEarning in Transformation for Biodiversity decision making). More specifically, it includes company documents (N=30), interviews (N=12), field visits (N=4), a QDPX project from Atlas.ti, and processed data (N=1). Additionally, the dataset includes a metada document (PLANET4B_Metadata-BusinessModels_Pisa_20251014_metadata.docx) with additional information about each of the files.&nbsp;</p>
<p>At the time of collection, all the contributors were researchers at the University of Pisa (UNIPI). The case study focused on understanding the relation between biodiversity loss and the textile, apparel, and fashion sector (TAF), and identifying leverage points and potential interventions to foster transformative change for biodiversity in the sector.&nbsp;</p>",cc-by-4.0,https://zenodo.org/api/records/17360366/files/1_PLANET4B_QDPXProject-BusinessModels_Pisa_20250919_Qualitative-Analysis-Project.qdpx/content,https://zenodo.org/api/records/17360366/files/9_PLANET4B_ArtknitStudios-Doc8_2025_pdf.pdf/content,D:\QDA_Project-\QDA_Project-\data\downloads\zenodo\17360366,9_PLANET4B_ArtknitStudios-Doc8_2025_pdf.pdf,D:\QDA_Project-\QDA_Project-\data\downloads\zenodo\17360366\9_PLANET4B_ArtknitStudios-Doc8_2025_pdf.pdf,.pdf,0,success,2026-03-06T13:15:41.569424
47,Zenodo,https://zenodo.org/records/17360366,Zenodo,17360366,PLANET4B Business Models Dataset Pisa [UNIPI] 20251014 v2,"Navarro Gambín, Pedro; Bonetti, Marta; VILLA, MATTEO",2025,,,10.5281/zenodo.17342434,"<p>This dataset includes the data and files used to conduct an analysis of the business models of three Italian small and medium fashion companies in the Fashion case study of the Horizon Europe project PLANET4B (understanding Plural values, intersectionality, Leverage points, Attitudes, Norms, behaviour and social lEarning in Transformation for Biodiversity decision making). More specifically, it includes company documents (N=30), interviews (N=12), field visits (N=4), a QDPX project from Atlas.ti, and processed data (N=1). Additionally, the dataset includes a metada document (PLANET4B_Metadata-BusinessModels_Pisa_20251014_metadata.docx) with additional information about each of the files.&nbsp;</p>
<p>At the time of collection, all the contributors were researchers at the University of Pisa (UNIPI). The case study focused on understanding the relation between biodiversity loss and the textile, apparel, and fashion sector (TAF), and identifying leverage points and potential interventions to foster transformative change for biodiversity in the sector.&nbsp;</p>",cc-by-4.0,https://zenodo.org/api/records/17360366/files/1_PLANET4B_QDPXProject-BusinessModels_Pisa_20250919_Qualitative-Analysis-Project.qdpx/content,https://zenodo.org/api/records/17360366/files/32_PLANET4B_Rifò-Doc5_2025_pdf.pdf/content,D:\QDA_Project-\QDA_Project-\data\downloads\zenodo\17360366,32_PLANET4B_Rifò-Doc5_2025_pdf.pdf,D:\QDA_Project-\QDA_Project-\data\downloads\zenodo\17360366\32_PLANET4B_Rifò-Doc5_2025_pdf.pdf,.pdf,0,success,2026-03-06T13:15:43.566245
48,Zenodo,https://zenodo.org/records/17360366,Zenodo,17360366,PLANET4B Business Models Dataset Pisa [UNIPI] 20251014 v2,"Navarro Gambín, Pedro; Bonetti, Marta; VILLA, MATTEO",2025,,,10.5281/zenodo.17342434,"<p>This dataset includes the data and files used to conduct an analysis of the business models of three Italian small and medium fashion companies in the Fashion case study of the Horizon Europe project PLANET4B (understanding Plural values, intersectionality, Leverage points, Attitudes, Norms, behaviour and social lEarning in Transformation for Biodiversity decision making). More specifically, it includes company documents (N=30), interviews (N=12), field visits (N=4), a QDPX project from Atlas.ti, and processed data (N=1). Additionally, the dataset includes a metada document (PLANET4B_Metadata-BusinessModels_Pisa_20251014_metadata.docx) with additional information about each of the files.&nbsp;</p>
<p>At the time of collection, all the contributors were researchers at the University of Pisa (UNIPI). The case study focused on understanding the relation between biodiversity loss and the textile, apparel, and fashion sector (TAF), and identifying leverage points and potential interventions to foster transformative change for biodiversity in the sector.&nbsp;</p>",cc-by-4.0,https://zenodo.org/api/records/17360366/files/1_PLANET4B_QDPXProject-BusinessModels_Pisa_20250919_Qualitative-Analysis-Project.qdpx/content,https://zenodo.org/api/records/17360366/files/21_PLANET4B_Oscalito-Interview4_20240717_docx.docx/content,D:\QDA_Project-\QDA_Project-\data\downloads\zenodo\17360366,21_PLANET4B_Oscalito-Interview4_20240717_docx.docx,D:\QDA_Project-\QDA_Project-\data\downloads\zenodo\17360366\21_PLANET4B_Oscalito-Interview4_20240717_docx.docx,.docx,0,success,2026-03-06T13:15:44.267392
49,Zenodo,https://zenodo.org/records/17360366,Zenodo,17360366,PLANET4B Business Models Dataset Pisa [UNIPI] 20251014 v2,"Navarro Gambín, Pedro; Bonetti, Marta; VILLA, MATTEO",2025,,,10.5281/zenodo.17342434,"<p>This dataset includes the data and files used to conduct an analysis of the business models of three Italian small and medium fashion companies in the Fashion case study of the Horizon Europe project PLANET4B (understanding Plural values, intersectionality, Leverage points, Attitudes, Norms, behaviour and social lEarning in Transformation for Biodiversity decision making). More specifically, it includes company documents (N=30), interviews (N=12), field visits (N=4), a QDPX project from Atlas.ti, and processed data (N=1). Additionally, the dataset includes a metada document (PLANET4B_Metadata-BusinessModels_Pisa_20251014_metadata.docx) with additional information about each of the files.&nbsp;</p>
<p>At the time of collection, all the contributors were researchers at the University of Pisa (UNIPI). The case study focused on understanding the relation between biodiversity loss and the textile, apparel, and fashion sector (TAF), and identifying leverage points and potential interventions to foster transformative change for biodiversity in the sector.&nbsp;</p>",cc-by-4.0,https://zenodo.org/api/records/17360366/files/1_PLANET4B_QDPXProject-BusinessModels_Pisa_20250919_Qualitative-Analysis-Project.qdpx/content,https://zenodo.org/api/records/17360366/files/8_PLANET4B_ArtknitStudios-Doc7_2025_docx.docx/content,D:\QDA_Project-\QDA_Project-\data\downloads\zenodo\17360366,8_PLANET4B_ArtknitStudios-Doc7_2025_docx.docx,D:\QDA_Project-\QDA_Project-\data\downloads\zenodo\17360366\8_PLANET4B_ArtknitStudios-Doc7_2025_docx.docx,.docx,0,success,2026-03-06T13:15:44.977661
50,Zenodo,https://zenodo.org/records/17360366,Zenodo,17360366,PLANET4B Business Models Dataset Pisa [UNIPI] 20251014 v2,"Navarro Gambín, Pedro; Bonetti, Marta; VILLA, MATTEO",2025,,,10.5281/zenodo.17342434,"<p>This dataset includes the data and files used to conduct an analysis of the business models of three Italian small and medium fashion companies in the Fashion case study of the Horizon Europe project PLANET4B (understanding Plural values, intersectionality, Leverage points, Attitudes, Norms, behaviour and social lEarning in Transformation for Biodiversity decision making). More specifically, it includes company documents (N=30), interviews (N=12), field visits (N=4), a QDPX project from Atlas.ti, and processed data (N=1). Additionally, the dataset includes a metada document (PLANET4B_Metadata-BusinessModels_Pisa_20251014_metadata.docx) with additional information about each of the files.&nbsp;</p>
<p>At the time of collection, all the contributors were researchers at the University of Pisa (UNIPI). The case study focused on understanding the relation between biodiversity loss and the textile, apparel, and fashion sector (TAF), and identifying leverage points and potential interventions to foster transformative change for biodiversity in the sector.&nbsp;</p>",cc-by-4.0,https://zenodo.org/api/records/17360366/files/1_PLANET4B_QDPXProject-BusinessModels_Pisa_20250919_Qualitative-Analysis-Project.qdpx/content,https://zenodo.org/api/records/17360366/files/13_PLANET4B_Oscalito-Doc2_2022_pdf.pdf/content,D:\QDA_Project-\QDA_Project-\data\downloads\zenodo\17360366,13_PLANET4B_Oscalito-Doc2_2022_pdf.pdf,D:\QDA_Project-\QDA_Project-\data\downloads\zenodo\17360366\13_PLANET4B_Oscalito-Doc2_2022_pdf.pdf,.pdf,0,success,2026-03-06T13:15:46.376813
51,Zenodo,https://zenodo.org/records/17360366,Zenodo,17360366,PLANET4B Business Models Dataset Pisa [UNIPI] 20251014 v2,"Navarro Gambín, Pedro; Bonetti, Marta; VILLA, MATTEO",2025,,,10.5281/zenodo.17342434,"<p>This dataset includes the data and files used to conduct an analysis of the business models of three Italian small and medium fashion companies in the Fashion case study of the Horizon Europe project PLANET4B (understanding Plural values, intersectionality, Leverage points, Attitudes, Norms, behaviour and social lEarning in Transformation for Biodiversity decision making). More specifically, it includes company documents (N=30), interviews (N=12), field visits (N=4), a QDPX project from Atlas.ti, and processed data (N=1). Additionally, the dataset includes a metada document (PLANET4B_Metadata-BusinessModels_Pisa_20251014_metadata.docx) with additional information about each of the files.&nbsp;</p>
<p>At the time of collection, all the contributors were researchers at the University of Pisa (UNIPI). The case study focused on understanding the relation between biodiversity loss and the textile, apparel, and fashion sector (TAF), and identifying leverage points and potential interventions to foster transformative change for biodiversity in the sector.&nbsp;</p>",cc-by-4.0,https://zenodo.org/api/records/17360366/files/1_PLANET4B_QDPXProject-BusinessModels_Pisa_20250919_Qualitative-Analysis-Project.qdpx/content,https://zenodo.org/api/records/17360366/files/40_PLANET4B_Rifò-Doc13_2022_docx.docx/content,D:\QDA_Project-\QDA_Project-\data\downloads\zenodo\17360366,40_PLANET4B_Rifò-Doc13_2022_docx.docx,D:\QDA_Project-\QDA_Project-\data\downloads\zenodo\17360366\40_PLANET4B_Rifò-Doc13_2022_docx.docx,.docx,0,success,2026-03-06T13:15:47.498047
52,Zenodo,https://zenodo.org/records/17360366,Zenodo,17360366,PLANET4B Business Models Dataset Pisa [UNIPI] 20251014 v2,"Navarro Gambín, Pedro; Bonetti, Marta; VILLA, MATTEO",2025,,,10.5281/zenodo.17342434,"<p>This dataset includes the data and files used to conduct an analysis of the business models of three Italian small and medium fashion companies in the Fashion case study of the Horizon Europe project PLANET4B (understanding Plural values, intersectionality, Leverage points, Attitudes, Norms, behaviour and social lEarning in Transformation for Biodiversity decision making). More specifically, it includes company documents (N=30), interviews (N=12), field visits (N=4), a QDPX project from Atlas.ti, and processed data (N=1). Additionally, the dataset includes a metada document (PLANET4B_Metadata-BusinessModels_Pisa_20251014_metadata.docx) with additional information about each of the files.&nbsp;</p>
<p>At the time of collection, all the contributors were researchers at the University of Pisa (UNIPI). The case study focused on understanding the relation between biodiversity loss and the textile, apparel, and fashion sector (TAF), and identifying leverage points and potential interventions to foster transformative change for biodiversity in the sector.&nbsp;</p>",cc-by-4.0,https://zenodo.org/api/records/17360366/files/1_PLANET4B_QDPXProject-BusinessModels_Pisa_20250919_Qualitative-Analysis-Project.qdpx/content,https://zenodo.org/api/records/17360366/files/1_PLANET4B_QDPXProject-BusinessModels_Pisa_20250919_Qualitative-Analysis-Project.qdpx/content,D:\QDA_Project-\QDA_Project-\data\downloads\zenodo\17360366,1_PLANET4B_QDPXProject-BusinessModels_Pisa_20250919_Qualitative-Analysis-Project.qdpx,D:\QDA_Project-\QDA_Project-\data\downloads\zenodo\17360366\1_PLANET4B_QDPXProject-BusinessModels_Pisa_20250919_Qualitative-Analysis-Project.qdpx,.qdpx,1,success,2026-03-06T13:16:23.067800
53,Zenodo,https://zenodo.org/records/17360366,Zenodo,17360366,PLANET4B Business Models Dataset Pisa [UNIPI] 20251014 v2,"Navarro Gambín, Pedro; Bonetti, Marta; VILLA, MATTEO",2025,,,10.5281/zenodo.17342434,"<p>This dataset includes the data and files used to conduct an analysis of the business models of three Italian small and medium fashion companies in the Fashion case study of the Horizon Europe project PLANET4B (understanding Plural values, intersectionality, Leverage points, Attitudes, Norms, behaviour and social lEarning in Transformation for Biodiversity decision making). More specifically, it includes company documents (N=30), interviews (N=12), field visits (N=4), a QDPX project from Atlas.ti, and processed data (N=1). Additionally, the dataset includes a metada document (PLANET4B_Metadata-BusinessModels_Pisa_20251014_metadata.docx) with additional information about each of the files.&nbsp;</p>
<p>At the time of collection, all the contributors were researchers at the University of Pisa (UNIPI). The case study focused on understanding the relation between biodiversity loss and the textile, apparel, and fashion sector (TAF), and identifying leverage points and potential interventions to foster transformative change for biodiversity in the sector.&nbsp;</p>",cc-by-4.0,https://zenodo.org/api/records/17360366/files/1_PLANET4B_QDPXProject-BusinessModels_Pisa_20250919_Qualitative-Analysis-Project.qdpx/content,https://zenodo.org/api/records/17360366/files/38_PLANET4B_Rifò-Doc11_2025_pdf.pdf/content,D:\QDA_Project-\QDA_Project-\data\downloads\zenodo\17360366,38_PLANET4B_Rifò-Doc11_2025_pdf.pdf,D:\QDA_Project-\QDA_Project-\data\downloads\zenodo\17360366\38_PLANET4B_Rifò-Doc11_2025_pdf.pdf,.pdf,0,success,2026-03-06T13:16:24.742746
54,Zenodo,https://zenodo.org/records/17360366,Zenodo,17360366,PLANET4B Business Models Dataset Pisa [UNIPI] 20251014 v2,"Navarro Gambín, Pedro; Bonetti, Marta; VILLA, MATTEO",2025,,,10.5281/zenodo.17342434,"<p>This dataset includes the data and files used to conduct an analysis of the business models of three Italian small and medium fashion companies in the Fashion case study of the Horizon Europe project PLANET4B (understanding Plural values, intersectionality, Leverage points, Attitudes, Norms, behaviour and social lEarning in Transformation for Biodiversity decision making). More specifically, it includes company documents (N=30), interviews (N=12), field visits (N=4), a QDPX project from Atlas.ti, and processed data (N=1). Additionally, the dataset includes a metada document (PLANET4B_Metadata-BusinessModels_Pisa_20251014_metadata.docx) with additional information about each of the files.&nbsp;</p>
<p>At the time of collection, all the contributors were researchers at the University of Pisa (UNIPI). The case study focused on understanding the relation between biodiversity loss and the textile, apparel, and fashion sector (TAF), and identifying leverage points and potential interventions to foster transformative change for biodiversity in the sector.&nbsp;</p>",cc-by-4.0,https://zenodo.org/api/records/17360366/files/1_PLANET4B_QDPXProject-BusinessModels_Pisa_20250919_Qualitative-Analysis-Project.qdpx/content,https://zenodo.org/api/records/17360366/files/35_PLANET4B_Rifò-Doc8_2025_pdf.pdf/content,D:\QDA_Project-\QDA_Project-\data\downloads\zenodo\17360366,35_PLANET4B_Rifò-Doc8_2025_pdf.pdf,D:\QDA_Project-\QDA_Project-\data\downloads\zenodo\17360366\35_PLANET4B_Rifò-Doc8_2025_pdf.pdf,.pdf,0,success,2026-03-06T13:16:26.857435
55,Zenodo,https://zenodo.org/records/17360366,Zenodo,17360366,PLANET4B Business Models Dataset Pisa [UNIPI] 20251014 v2,"Navarro Gambín, Pedro; Bonetti, Marta; VILLA, MATTEO",2025,,,10.5281/zenodo.17342434,"<p>This dataset includes the data and files used to conduct an analysis of the business models of three Italian small and medium fashion companies in the Fashion case study of the Horizon Europe project PLANET4B (understanding Plural values, intersectionality, Leverage points, Attitudes, Norms, behaviour and social lEarning in Transformation for Biodiversity decision making). More specifically, it includes company documents (N=30), interviews (N=12), field visits (N=4), a QDPX project from Atlas.ti, and processed data (N=1). Additionally, the dataset includes a metada document (PLANET4B_Metadata-BusinessModels_Pisa_20251014_metadata.docx) with additional information about each of the files.&nbsp;</p>
<p>At the time of collection, all the contributors were researchers at the University of Pisa (UNIPI). The case study focused on understanding the relation between biodiversity loss and the textile, apparel, and fashion sector (TAF), and identifying leverage points and potential interventions to foster transformative change for biodiversity in the sector.&nbsp;</p>",cc-by-4.0,https://zenodo.org/api/records/17360366/files/1_PLANET4B_QDPXProject-BusinessModels_Pisa_20250919_Qualitative-Analysis-Project.qdpx/content,https://zenodo.org/api/records/17360366/files/18_PLANET4B_Oscalito-Interview1_20230712_docx.docx/content,D:\QDA_Project-\QDA_Project-\data\downloads\zenodo\17360366,18_PLANET4B_Oscalito-Interview1_20230712_docx.docx,D:\QDA_Project-\QDA_Project-\data\downloads\zenodo\17360366\18_PLANET4B_Oscalito-Interview1_20230712_docx.docx,.docx,0,success,2026-03-06T13:16:27.822656
56,Zenodo,https://zenodo.org/records/17360366,Zenodo,17360366,PLANET4B Business Models Dataset Pisa [UNIPI] 20251014 v2,"Navarro Gambín, Pedro; Bonetti, Marta; VILLA, MATTEO",2025,,,10.5281/zenodo.17342434,"<p>This dataset includes the data and files used to conduct an analysis of the business models of three Italian small and medium fashion companies in the Fashion case study of the Horizon Europe project PLANET4B (understanding Plural values, intersectionality, Leverage points, Attitudes, Norms, behaviour and social lEarning in Transformation for Biodiversity decision making). More specifically, it includes company documents (N=30), interviews (N=12), field visits (N=4), a QDPX project from Atlas.ti, and processed data (N=1). Additionally, the dataset includes a metada document (PLANET4B_Metadata-BusinessModels_Pisa_20251014_metadata.docx) with additional information about each of the files.&nbsp;</p>
<p>At the time of collection, all the contributors were researchers at the University of Pisa (UNIPI). The case study focused on understanding the relation between biodiversity loss and the textile, apparel, and fashion sector (TAF), and identifying leverage points and potential interventions to foster transformative change for biodiversity in the sector.&nbsp;</p>",cc-by-4.0,https://zenodo.org/api/records/17360366/files/1_PLANET4B_QDPXProject-BusinessModels_Pisa_20250919_Qualitative-Analysis-Project.qdpx/content,https://zenodo.org/api/records/17360366/files/6_PLANET4B_ArtknitStudios-Doc5_2025_pdf.pdf/content,D:\QDA_Project-\QDA_Project-\data\downloads\zenodo\17360366,6_PLANET4B_ArtknitStudios-Doc5_2025_pdf.pdf,D:\QDA_Project-\QDA_Project-\data\downloads\zenodo\17360366\6_PLANET4B_ArtknitStudios-Doc5_2025_pdf.pdf,.pdf,0,success,2026-03-06T13:16:32.918842
57,Zenodo,https://zenodo.org/records/17360366,Zenodo,17360366,PLANET4B Business Models Dataset Pisa [UNIPI] 20251014 v2,"Navarro Gambín, Pedro; Bonetti, Marta; VILLA, MATTEO",2025,,,10.5281/zenodo.17342434,"<p>This dataset includes the data and files used to conduct an analysis of the business models of three Italian small and medium fashion companies in the Fashion case study of the Horizon Europe project PLANET4B (understanding Plural values, intersectionality, Leverage points, Attitudes, Norms, behaviour and social lEarning in Transformation for Biodiversity decision making). More specifically, it includes company documents (N=30), interviews (N=12), field visits (N=4), a QDPX project from Atlas.ti, and processed data (N=1). Additionally, the dataset includes a metada document (PLANET4B_Metadata-BusinessModels_Pisa_20251014_metadata.docx) with additional information about each of the files.&nbsp;</p>
<p>At the time of collection, all the contributors were researchers at the University of Pisa (UNIPI). The case study focused on understanding the relation between biodiversity loss and the textile, apparel, and fashion sector (TAF), and identifying leverage points and potential interventions to foster transformative change for biodiversity in the sector.&nbsp;</p>",cc-by-4.0,https://zenodo.org/api/records/17360366/files/1_PLANET4B_QDPXProject-BusinessModels_Pisa_20250919_Qualitative-Analysis-Project.qdpx/content,https://zenodo.org/api/records/17360366/files/26_PLANET4B_Oscalito-Interview9_20241014_docx.docx/content,D:\QDA_Project-\QDA_Project-\data\downloads\zenodo\17360366,26_PLANET4B_Oscalito-Interview9_20241014_docx.docx,D:\QDA_Project-\QDA_Project-\data\downloads\zenodo\17360366\26_PLANET4B_Oscalito-Interview9_20241014_docx.docx,.docx,0,success,2026-03-06T13:16:33.793333
